id,low_rep_est1,low_rep_est2,low_rep_est3,low_rep_est4,low_rep_est5,low_rep_est_all,low_rep1,low_rep2,low_rep3,low_rep4,low_rep5,low_rep_all,addiction1,addiction2,addiction3,addiction4,addiction5,addiction6,addiction7,addiction8,dependency1,dependency2,dependency3,dependency4,dependency5,line_time_hour,line_time_minute,extroversion1,extroversion2,network1,network2,network3,network4,lonely1,lonely2,lonely3,lonely4,lonely5,lonely6,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,rm10,rm11,rm12,sex,age
1338,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,5,1,3,2,2,1,2,2,1,0,10,4,4,3,3,3,4,1,1,1,3,2,2,4,4,5,4,4,5,5,4,5,5,5,5,1,47
1341,4,5,5,5,5,5,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,4,0,10,2,3,3,3,5,5,2,2,2,4,4,4,2,2,2,2,2,2,1,1,1,1,1,1,1,41
1344,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,3,3,1,1,1,1,2,0,20,2,2,2,3,3,2,2,2,1,4,4,4,5,4,4,4,4,2,4,4,2,2,2,2,1,62
1347,3,3,4,1,1,3,1,1,1,3,1,3,3,4,3,4,2,1,4,2,2,2,2,1,3,0,,4,4,5,5,5,5,4,2,3,3,2,2,4,5,5,4,3,5,4,3,2,5,4,4,1,68
1348,4,4,5,5,3,4,1,2,2,2,2,1,2,6,2,2,6,2,2,2,2,3,2,3,1,1,0,1,1,1,6,4,2,3,2,4,5,5,5,4,2,4,2,1,2,3,2,2,3,2,2,1,50
1350,4,4,4,3,3,4,3,3,3,2,2,4,3,3,5,4,5,2,5,4,2,3,2,2,3,1,0,5,5,5,6,6,4,3,4,2,3,4,4,3,3,4,3,3,4,3,3,3,3,3,3,1,61
1351,3,3,5,3,3,4,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,10,1,2,1,1,2,1,2,2,2,4,3,4,4,4,3,4,3,3,3,3,3,4,3,3,1,62
1352,1,5,5,1,2,2,1,1,2,1,1,1,3,3,1,1,1,1,2,1,2,1,1,2,2,0,60,6,5,6,4,4,4,2,2,2,3,1,1,4,5,3,3,4,4,3,3,4,4,4,5,1,55
1356,4,5,5,5,5,5,3,3,4,4,4,4,2,3,2,3,3,2,2,2,3,2,2,2,3,0,0,3,6,4,5,4,4,2,1,1,3,3,2,3,3,3,4,4,2,4,3,2,4,3,5,1,31
1360,2,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,1,3,4,1,1,1,30,4,3,5,5,5,5,3,3,1,2,2,2,4,4,4,4,4,3,3,4,4,3,3,3,1,55
1363,4,3,4,3,3,4,3,3,3,3,3,4,2,2,1,2,3,1,1,1,1,1,1,1,2,0,5,2,4,3,2,2,3,3,3,3,4,4,4,4,3,4,5,5,4,4,3,3,4,5,5,1,60
1365,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,5,3,3,3,2,3,1,0,4,5,4,5,5,5,2,2,3,4,4,4,3,4,4,3,4,4,3,3,3,4,4,4,1,53
1367,4,5,5,5,5,5,4,5,5,5,5,5,3,6,2,4,5,2,4,2,2,2,2,2,2,0,20,2,2,4,6,6,3,2,2,2,4,4,4,2,2,2,5,5,2,5,2,5,2,5,5,1,50
1368,4,4,5,3,3,4,4,4,3,3,3,4,2,3,3,3,3,2,2,2,2,2,2,2,4,0,5,2,2,5,6,6,6,4,4,3,4,3,4,2,2,4,4,4,4,5,5,3,4,3,3,1,32
1370,4,4,4,3,3,3,1,3,3,1,1,2,2,2,5,2,5,2,2,2,2,1,1,1,1,1,0,6,7,3,5,5,6,2,2,1,4,3,3,5,4,5,4,4,4,3,5,4,5,4,4,1,57
1372,3,4,4,3,3,4,3,3,4,3,3,4,3,2,2,2,4,2,2,1,2,2,2,2,2,0,30,5,4,4,4,4,3,2,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,1,63
1374,3,3,3,3,3,4,3,3,3,3,3,4,5,3,1,3,6,1,7,4,2,1,3,1,3,0,20,3,3,3,4,4,5,2,2,1,3,2,2,3,3,4,3,3,3,2,3,2,1,2,2,1,50
1383,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,4,1,1,1,1,1,3,0,3,3,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,4,4,4,3,4,3,3,1,42
1401,4,4,4,4,4,4,3,3,3,3,3,3,4,4,1,4,5,4,4,3,3,3,3,2,2,1,0,6,6,5,5,5,5,1,1,1,2,2,2,4,4,4,4,4,3,4,4,3,4,3,3,1,48
1402,4,4,4,3,3,4,4,2,5,3,2,4,2,2,2,2,5,2,3,2,2,2,2,2,3,0,20,5,7,4,4,2,2,2,2,2,4,4,4,2,4,4,2,4,3,5,5,4,4,4,4,1,46
1403,3,3,3,3,3,4,3,3,3,3,3,4,1,1,1,7,7,7,4,4,3,3,3,3,3,0,10,4,4,4,4,4,4,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,1,23
1404,3,3,3,3,3,4,3,3,3,3,3,3,4,3,2,5,5,2,5,4,4,3,3,4,3,0,15,4,3,3,4,4,4,2,2,1,3,2,3,4,4,4,3,3,2,3,3,3,3,3,3,1,63
1406,3,3,3,3,3,4,3,3,3,3,3,4,3,6,1,1,5,3,3,2,3,2,4,1,5,1,0,5,5,5,5,5,4,3,3,2,3,2,4,5,5,5,5,5,5,5,5,4,5,5,5,1,32
1408,4,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,0,20,1,3,3,4,4,2,3,2,1,3,3,3,2,2,2,4,5,2,5,2,4,3,4,4,1,65
1409,2,2,2,2,2,4,1,1,1,1,1,2,2,5,1,2,3,2,2,2,2,2,2,1,1,1,0,1,4,4,4,3,4,3,2,3,2,2,2,5,4,4,4,5,4,4,4,4,4,4,4,1,52
1411,4,4,4,4,4,4,3,3,4,4,3,4,3,5,1,2,2,2,2,2,1,1,1,1,2,0,10,2,2,4,4,3,2,3,3,3,4,4,3,3,3,4,4,4,4,5,3,4,5,4,4,1,48
1413,3,3,1,3,1,3,1,2,1,3,3,2,3,3,2,6,5,3,4,4,3,2,3,3,1,0,0,3,5,4,4,4,5,3,3,2,2,2,2,3,3,4,3,4,4,4,4,3,4,3,3,1,64
1415,3,3,3,3,3,4,3,3,3,3,3,4,2,2,1,5,5,4,4,4,4,2,2,4,3,0,15,4,3,4,4,4,4,1,1,1,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,1,63
1425,3,3,4,3,3,4,3,3,3,3,3,4,1,1,1,1,2,1,1,1,2,2,2,1,3,0,40,6,5,5,4,5,5,1,2,1,2,2,2,4,4,5,4,4,4,5,4,4,5,4,4,1,44
1426,4,3,4,3,2,4,3,4,4,3,3,4,5,6,5,6,6,5,3,4,2,4,4,2,4,5,0,6,5,5,6,6,6,2,1,2,2,3,2,4,5,4,4,4,4,4,5,2,4,3,2,1,62
1427,3,3,3,3,3,4,3,3,3,3,3,4,2,2,1,5,5,4,2,4,4,2,2,4,3,0,15,4,3,3,3,4,4,1,1,1,3,3,3,4,4,3,3,4,3,3,4,3,3,3,3,1,63
1430,2,1,1,1,1,3,1,1,1,1,1,6,4,4,3,3,4,4,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,2,4,1,1,4,4,4,3,3,4,4,3,4,3,4,4,1,53
1433,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,30,3,1,2,2,2,1,5,4,5,4,4,4,4,4,6,3,5,5,5,2,5,4,2,3,1,49
1435,3,3,3,3,3,4,3,3,3,3,2,4,4,4,1,3,5,6,5,2,3,2,3,3,3,0,5,5,5,4,4,4,3,2,2,3,4,3,3,4,4,5,4,4,3,4,3,3,3,3,3,1,52
1436,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,4,3,2,2,2,3,2,2,2,3,0,30,4,3,4,4,4,4,2,2,2,2,2,2,4,3,4,4,4,3,3,3,3,3,3,3,1,59
1441,3,4,4,3,3,4,2,3,4,2,3,4,2,3,4,3,5,4,4,5,4,3,3,4,2,1,0,4,4,3,4,3,4,2,2,3,4,3,3,3,3,3,4,4,4,4,4,3,4,4,4,1,49
1443,4,4,4,3,3,4,2,3,3,2,2,4,3,2,2,2,3,4,1,4,1,2,1,1,2,1,0,5,5,2,5,5,5,3,2,2,3,2,2,4,2,2,4,3,3,4,4,3,4,4,5,1,49
1444,2,2,4,4,2,3,3,3,3,3,3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,0,10,1,2,1,1,1,1,3,1,4,3,4,3,1,1,6,5,5,6,5,4,4,5,4,4,1,48
1454,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,5,3,3,3,3,3,3,3,3,5,30,5,3,3,5,5,5,3,3,3,3,3,3,3,3,2,3,4,4,3,4,3,4,3,3,1,68
1455,3,3,4,3,3,4,3,3,3,3,3,4,2,2,1,2,4,2,2,3,2,2,2,1,3,0,30,2,3,2,3,2,2,3,2,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,1,55
1461,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,10,2,6,2,2,2,2,1,1,3,4,2,2,6,6,6,6,6,6,6,6,1,6,1,1,1,50
1464,1,1,1,2,2,2,1,2,2,2,2,2,3,3,1,3,4,2,2,2,2,1,2,1,2,0,10,5,5,4,4,4,5,2,2,1,2,2,2,3,3,3,4,4,3,4,3,4,4,4,5,1,50
1466,2,2,2,2,1,2,1,1,2,2,2,2,3,1,1,1,2,1,2,1,1,1,1,1,2,0,5,5,4,2,4,2,3,1,1,1,2,2,2,4,4,4,5,5,2,5,4,2,5,6,5,1,74
1470,2,2,3,4,3,4,3,3,5,4,4,4,2,4,1,1,6,2,2,1,3,1,4,2,2,0,50,5,2,5,6,4,6,1,1,1,2,3,2,5,5,4,4,3,5,3,4,3,3,3,4,1,32
1472,4,4,4,4,4,4,3,3,3,3,3,4,2,2,1,5,5,5,1,1,2,2,4,2,3,1,30,5,3,5,6,6,6,3,2,3,2,2,3,3,3,4,4,4,4,3,3,3,4,3,3,1,48
1485,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,3,1,2,0,2,5,2,2,4,4,3,3,2,4,4,4,3,3,3,3,4,3,4,2,4,2,4,4,1,38
1486,3,3,4,4,5,4,2,2,3,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,2,0,3,2,2,3,3,2,3,4,3,3,4,3,3,3,2,4,4,4,4,4,3,3,5,3,3,1,31
1488,6,6,6,6,6,6,6,4,4,4,4,4,5,5,1,5,3,3,3,3,2,3,2,3,2,0,30,3,3,3,3,5,2,3,2,3,3,4,4,2,3,3,5,5,3,4,3,4,2,5,5,1,23
1489,2,1,2,2,2,2,2,2,2,2,2,4,3,4,2,3,2,3,2,2,1,1,4,1,2,0,15,3,3,3,4,3,4,3,3,2,4,3,4,3,2,3,5,5,3,4,3,4,3,5,4,1,44
1491,2,3,3,4,3,2,2,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,0,3,2,1,1,2,2,2,2,1,4,3,3,2,2,3,6,5,2,4,2,5,3,4,4,1,43
1492,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,7,1,1,1,1,1,1,1,5,5,5,1,1,1,6,6,1,6,1,6,1,6,6,1,53
1494,4,4,4,3,4,4,3,3,2,2,3,4,1,3,1,1,1,1,2,2,1,1,1,1,1,0,10,2,4,2,2,2,4,2,2,3,3,3,4,2,2,4,3,3,4,3,2,3,2,3,3,1,58
1495,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,6,5,2,2,2,2,1,2,1,2,0,20,2,2,2,2,2,2,2,2,2,3,3,4,3,4,4,4,3,3,2,3,3,4,4,3,1,47
1497,2,2,3,3,3,4,3,3,3,3,3,4,2,2,2,4,4,2,2,2,2,2,2,2,2,0,30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,1,41
1499,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,7,7,4,1,2,3,2,2,1,30,1,2,7,5,4,1,3,3,1,1,2,1,4,1,3,2,4,4,4,3,6,1,5,3,1,37
1500,5,5,6,5,5,5,4,4,4,4,4,4,2,5,2,2,6,2,2,2,2,1,3,2,3,,10,4,3,5,5,5,5,3,3,2,3,3,3,3,4,5,3,3,4,4,3,4,4,5,5,1,40
1501,2,2,2,2,2,5,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,1,7,1,1,1,1,5,1,5,5,5,5,1,1,1,6,6,1,6,1,6,1,6,6,1,30
1502,3,4,4,4,4,4,3,4,4,4,4,4,2,2,1,2,4,1,3,1,4,2,2,2,3,0,10,2,3,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,1,29
1503,2,2,2,2,2,4,2,2,2,2,2,4,1,1,3,3,2,2,1,1,4,1,1,2,3,0,30,3,2,2,2,3,2,3,1,4,4,3,4,4,4,4,4,4,3,3,3,4,3,4,5,1,27
1510,5,5,5,4,5,5,2,2,4,3,2,4,2,6,1,5,5,2,2,1,1,1,4,1,1,0,5,3,2,1,1,1,3,1,1,3,4,1,1,4,5,3,5,3,5,3,3,3,5,3,3,1,51
1512,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,4,3,3,4,2,2,3,4,0,5,7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,6,6,4,4,4,5,3,4,5,1,51
1513,3,3,3,3,3,3,3,3,3,4,3,3,3,2,1,1,2,1,1,1,1,1,1,1,2,0,5,2,2,3,3,3,2,4,2,5,4,4,4,4,4,3,2,4,4,3,3,2,3,3,3,1,37
1514,2,2,3,2,1,3,2,2,2,2,1,2,2,1,1,1,2,1,2,1,3,1,2,2,2,0,,5,5,6,5,6,5,2,3,2,2,2,2,5,5,4,4,5,4,3,5,3,4,2,2,1,30
1515,4,4,5,3,4,4,4,4,4,4,4,4,2,3,1,3,5,3,2,3,2,1,2,2,2,5,0,3,2,5,5,5,5,3,4,3,4,4,4,4,4,5,4,4,5,4,4,3,5,3,3,1,46
1518,4,4,5,5,3,4,3,2,4,3,2,4,1,2,1,2,1,1,1,1,2,1,1,1,1,0,20,1,4,1,1,1,1,3,2,4,5,5,5,2,3,4,4,3,4,2,3,2,3,3,2,1,40
1519,3,2,3,3,3,3,1,1,1,2,2,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,0,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,1,59
1526,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,5,5,5,5,1,5,0,1,7,1,1,7,7,1,1,1,5,5,5,6,6,6,6,6,1,6,1,6,1,6,6,1,48
1527,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,4,1,1,1,2,1,2,1,3,0,15,3,3,4,4,5,4,2,2,3,3,3,3,4,4,5,4,4,5,5,4,5,5,4,4,1,28
1528,3,2,2,2,2,3,3,3,3,3,3,4,1,1,1,2,3,1,1,1,2,1,1,1,2,0,1,5,4,3,3,2,3,2,2,1,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,1,41
1530,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,4,1,2,2,1,1,1,1,2,0,30,6,5,4,3,1,2,2,1,1,2,2,2,4,5,6,4,5,2,5,5,4,5,3,4,1,41
1532,5,6,5,6,6,5,5,5,5,5,5,5,4,3,5,3,5,3,5,4,3,3,4,3,2,0,10,2,2,1,1,1,1,4,2,4,5,5,4,4,5,3,3,4,4,3,3,3,2,3,3,1,33
1535,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,0,5,3,3,2,3,3,2,3,1,2,4,4,4,3,3,4,4,4,3,4,4,2,3,3,3,1,50
1536,4,3,4,3,3,5,3,3,3,2,2,3,4,3,2,2,3,5,4,4,3,5,3,3,3,1,12,4,4,3,4,3,3,3,5,4,3,2,2,3,4,3,4,3,4,4,3,4,3,4,4,1,36
1538,1,2,1,2,2,4,1,1,1,1,1,3,1,3,1,1,6,2,2,5,4,2,4,2,2,0,30,3,3,2,3,2,3,2,3,3,4,2,2,4,4,4,5,5,4,4,3,2,3,3,3,1,44
1542,4,4,4,4,4,4,3,3,4,3,3,3,2,3,2,3,5,2,2,2,2,2,2,2,2,0,15,2,2,4,4,4,5,2,2,2,2,2,2,2,4,3,2,4,5,2,2,4,2,3,3,1,49
1543,4,4,4,3,3,4,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,3,4,2,4,3,3,2,2,2,4,3,4,3,3,5,4,4,3,4,4,3,4,3,3,1,76
1544,4,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,2,2,4,4,3,3,3,3,3,0,30,4,4,4,4,4,4,3,3,3,3,3,3,4,2,4,4,4,3,4,3,4,3,4,4,1,57
1545,5,5,2,5,5,5,5,5,5,4,4,5,2,2,1,3,5,2,3,1,2,1,1,1,2,0,0,1,2,2,6,5,5,2,4,2,4,4,4,2,3,4,3,5,3,3,4,2,4,4,3,1,31
1546,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,30,4,4,4,4,4,5,2,2,3,3,3,3,5,5,3,4,4,3,3,4,3,4,3,3,1,40
1548,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,0,10,1,4,1,1,1,1,1,1,1,5,5,5,1,1,1,6,6,3,6,3,6,3,6,4,1,45
1552,5,4,4,3,4,4,4,4,5,5,4,4,2,2,1,2,2,2,2,1,1,1,1,1,2,0,10,2,3,2,5,2,5,4,3,2,5,3,5,2,2,3,3,4,2,3,3,4,4,2,3,1,44
1554,5,4,5,5,5,5,4,4,4,4,4,4,3,3,1,5,6,6,5,6,2,2,2,2,2,0,30,1,3,2,4,4,4,4,4,4,5,5,5,2,2,2,5,5,2,5,4,2,2,2,2,1,61
1558,2,3,4,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,1,2,3,3,0,10,3,5,2,5,2,3,1,1,1,3,1,1,2,4,3,2,3,2,4,4,3,4,5,5,1,47
1561,1,1,3,3,2,3,3,3,3,3,3,4,2,2,1,3,3,2,5,3,1,1,1,1,1,0,10,4,3,4,4,4,5,3,3,4,4,3,3,2,2,2,5,5,3,4,3,4,5,5,4,1,66
1568,4,4,4,4,4,4,2,2,2,2,2,4,4,3,2,5,4,2,5,3,1,2,2,2,2,1,0,4,4,4,4,3,3,2,2,2,3,3,3,3,3,3,4,4,5,4,3,5,4,4,4,1,70
1570,2,3,2,2,3,4,2,2,2,1,2,4,3,2,3,1,6,3,2,2,3,4,4,3,4,1,20,3,4,5,5,5,6,2,3,2,2,2,2,4,4,4,5,4,3,5,4,3,4,4,4,1,22
1571,4,4,4,3,4,4,4,3,3,3,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,3,4,2,2,2,2,3,2,4,4,4,4,3,3,4,4,4,3,4,3,3,4,3,3,1,50
1572,1,1,1,2,2,3,1,1,1,1,1,2,2,2,1,5,5,1,3,2,2,1,2,1,1,0,30,5,6,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,5,2,5,5,5,5,5,1,51
1574,3,3,3,4,2,4,2,2,2,2,1,2,2,2,2,3,4,2,3,2,1,1,1,1,2,0,15,2,2,3,3,2,2,3,3,3,4,4,3,2,2,4,3,3,4,4,4,4,5,4,4,1,58
1577,3,3,3,3,3,4,3,3,3,3,3,3,4,3,2,3,4,3,3,3,3,2,2,3,2,0,30,2,3,2,2,4,3,3,3,3,2,2,2,3,4,4,4,4,4,4,3,4,4,4,4,1,49
1579,5,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,5,3,3,3,3,5,4,2,2,4,4,4,2,2,2,5,5,2,5,2,5,2,5,4,1,37
1583,4,4,4,4,4,4,3,4,4,4,3,4,3,3,2,4,3,2,2,2,1,1,2,2,1,0,10,4,4,4,4,4,4,3,3,2,3,2,2,3,3,3,2,3,4,4,3,5,3,4,4,1,52
1584,2,2,2,2,2,4,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,0,5,5,4,6,5,6,5,2,3,2,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,1,36
1588,3,3,3,3,3,3,2,3,3,3,3,4,3,3,1,2,4,2,4,3,1,1,2,2,2,0,10,4,5,4,4,4,5,2,2,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,1,59
1589,3,2,2,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,2,4,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3,3,1,42
1590,5,5,5,2,2,4,4,3,4,2,2,4,1,4,1,1,2,1,3,2,1,1,1,1,2,0,20,3,2,3,3,4,4,3,4,2,4,3,3,2,2,5,2,2,3,3,3,3,3,3,3,1,61
1592,5,5,6,6,6,6,5,5,6,6,6,6,2,3,6,3,2,4,4,3,4,4,3,3,2,0,15,6,5,5,6,5,5,1,1,1,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,1,62
1593,2,2,2,2,2,2,3,2,2,2,2,2,3,3,1,2,4,2,1,1,2,2,2,2,3,0,15,2,7,2,2,2,3,1,1,1,3,2,2,3,3,4,4,4,5,5,4,3,4,3,3,1,59
1597,3,3,4,4,4,4,2,2,2,2,2,4,2,4,4,4,4,3,4,4,3,2,2,2,4,1,0,4,3,4,5,4,5,2,3,3,4,3,4,3,3,4,3,4,4,3,2,3,2,3,3,1,54
1599,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,2,2,2,2,5,0,3,7,7,7,7,7,7,1,1,1,1,1,1,6,6,6,1,6,6,4,6,4,6,4,5,1,50
1600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,5,1,3,4,3,0,30,6,7,1,6,1,6,1,1,1,3,3,2,3,5,4,4,4,4,4,3,4,4,3,3,1,60
1601,4,4,4,4,4,4,2,3,3,3,3,2,2,2,1,2,4,2,4,1,1,1,1,1,2,0,5,4,4,4,4,5,4,2,3,2,4,4,4,3,3,4,4,3,4,5,3,3,4,3,3,1,58
1604,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,3,3,2,1,1,1,1,1,1,2,0,10,3,5,1,4,5,5,2,2,1,5,4,4,2,2,5,4,5,4,6,5,4,5,4,4,1,46
1607,4,4,4,3,3,4,3,4,4,3,3,4,1,1,1,1,3,1,1,1,1,1,1,1,2,0,5,3,3,4,4,4,4,4,4,3,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,1,36
1611,4,4,5,4,4,4,4,5,5,5,5,5,3,3,3,3,5,2,3,2,2,2,2,2,2,0,15,2,3,3,3,3,3,2,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,1,49
1613,2,2,1,3,2,4,2,1,1,1,1,4,3,3,3,2,2,2,2,2,4,1,2,3,2,0,30,1,6,1,1,1,1,4,2,4,4,4,2,3,2,4,5,3,4,2,2,2,2,4,4,1,20
1616,5,5,3,6,2,5,4,4,5,6,4,4,1,1,1,5,2,2,3,1,1,1,2,3,3,0,10,2,2,2,2,3,4,4,4,5,5,4,4,2,3,4,4,5,5,3,4,3,2,3,3,1,21
1619,1,1,1,2,2,2,3,3,3,3,3,4,1,1,1,3,3,3,3,3,1,1,1,1,2,0,2,6,7,5,6,5,5,2,2,2,3,3,3,4,4,2,5,3,5,5,3,5,4,5,5,1,57
1623,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,5,3,3,3,3,2,2,2,4,0,30,3,3,3,3,3,3,2,2,2,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,1,42
1625,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,4,2,2,2,2,1,0,5,3,3,3,3,3,3,2,2,2,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,1,51
1627,3,4,4,4,3,4,2,3,3,3,2,4,1,1,1,1,2,1,2,1,2,1,1,1,1,0,10,2,3,2,4,3,2,5,3,4,5,5,5,3,3,4,4,3,4,4,3,4,4,4,4,1,46
1628,5,5,4,5,3,4,3,3,3,4,3,4,3,5,1,3,5,3,6,4,1,1,2,1,2,0,30,1,2,1,1,3,1,1,1,1,4,2,3,5,5,5,4,3,3,3,3,3,3,3,3,1,63
1629,4,5,5,5,4,5,4,4,5,4,3,4,5,5,3,4,5,5,5,5,4,2,2,4,2,0,30,3,3,3,3,5,4,2,2,3,2,2,4,4,3,3,4,4,4,4,4,3,4,4,4,1,64
1630,3,2,3,2,2,3,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,0,-1,2,3,1,1,1,2,2,2,3,4,4,4,3,3,3,3,2,4,3,2,3,4,4,3,1,56
1631,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,0,5,5,4,3,5,3,5,1,1,1,2,2,2,5,6,6,5,4,3,5,5,3,5,5,6,1,49
1635,3,3,3,3,3,3,2,2,2,1,1,3,1,1,2,1,2,2,1,1,1,2,1,1,1,0,10,2,3,3,3,2,2,2,2,2,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,1,71
1636,2,2,2,2,2,4,3,3,3,3,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,0,5,5,4,5,5,6,1,2,2,3,2,2,5,4,4,2,2,5,5,5,3,4,3,3,1,30
1639,6,5,5,5,5,5,4,4,4,4,4,4,4,5,2,4,4,1,4,2,1,1,2,2,2,0,0,5,6,6,6,6,6,1,2,1,2,2,2,5,4,5,5,5,4,4,4,3,5,4,5,1,69
1642,2,2,2,2,2,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,6,2,2,3,2,4,2,1,1,2,2,2,5,4,4,4,4,3,4,4,4,4,4,4,1,60
1644,2,2,3,2,4,2,3,4,3,5,2,3,2,3,1,2,6,2,4,2,1,2,2,1,2,1,0,2,2,2,6,5,2,2,2,3,5,4,4,2,2,3,4,2,5,5,2,4,5,1,3,1,56
1647,4,3,3,3,3,4,4,3,3,3,3,4,5,3,3,4,4,2,3,2,2,2,2,2,1,0,,3,4,4,4,2,2,3,3,2,3,3,3,5,4,4,4,5,4,4,5,3,4,3,4,1,72
1648,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,5,4,4,2,2,2,2,2,2,3,0,15,5,5,4,4,3,4,3,3,3,2,2,2,3,4,4,4,3,5,3,5,2,4,3,3,1,32
1649,2,2,2,2,2,3,2,2,2,2,2,3,5,4,3,4,6,5,4,4,3,3,3,2,3,0,0,5,4,5,5,5,5,3,3,3,3,2,2,4,4,4,3,3,4,3,4,3,4,3,3,1,43
1651,3,3,2,2,3,2,3,3,3,3,3,2,4,3,3,4,6,3,3,3,1,1,1,1,2,0.5,0,4,2,2,2,2,2,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,70
1652,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,6,5,6,6,6,6,1,1,1,2,2,2,5,5,5,5,5,3,5,4,4,3,4,5,1,53
