country,ccias.rich,ccias.poor,ccias.fatal,Between.Inequality.Wide,Between.Redistribution,Between.Migration,Between.Fairness,Moralization,Moral.Outrage,Position.Own.Country,General.Trust.Inst,trust.institution,Horizontal.Trust,zero.sum,meritocracy,social.dominance,eco.system.just,identif.country,identif.world,subjective.ses,Pol.Orientation,Age,Gender,Education,Gender_fac
za,5,2,1,5,3,4,1,5,5,2,3,3,3,4,3,15,19,2,2,6,11,49,2,22,2
za,5,1,1,5,5,5,1,4,5,2,5,4,3,4,4,175,21,6,4,4,9,21,1,16,1
za,5,3,3,5,3,5,1,4,5,2,4,NA,1,5,3,125,23,2,1,5,9,31,2,16,2
za,4,3,2,5,4,4,2,4,4,2,4,NA,1,4,3,2,3,2,2,5,8,31,2,14,2
za,4,3,1,5,3,5,3,2,1,3,5,NA,1,5,4,1,28,5,1,5,6,26,2,18,2
za,5,3,2,5,4,5,1,5,5,5,5,175,3,5,3,15,23,3,1,5,7,33,1,16,1
za,5,3,3,5,5,5,1,5,4,1,4,325,1,4,3,225,21,4,4,6,11,24,2,17,2
za,2,4,2,3,2,5,3,4,3,3,3,425,3,2,3,2,27,4,7,7,3,19,1,13,1
za,5,3,2,5,5,4,1,5,4,3,3,NA,3,5,3,1,22,5,3,6,3,23,2,16,2
za,5,5,4,5,5,5,1,3,5,5,5,1,1,3,5,2,28,1,1,5,9,21,1,15,1
za,4,2,2,4,4,4,2,4,4,3,5,375,2,4,4,225,19,5,4,5,6,23,1,18,1
za,5,3,3,5,4,5,1,1,5,1,5,3,3,5,3,2,2,4,2,3,7,31,2,16,2
za,5,3,1,5,2,5,1,5,3,2,4,NA,1,3,4,1,24,7,4,3,1,25,2,17,2
za,3,3,1,4,2,5,3,3,2,3,2,275,4,2,3,2,3,5,3,8,9,20,2,14,2
za,5,4,2,5,5,5,1,5,5,4,5,1,4,5,5,1,33,5,2,6,6,44,2,16,2
za,4,3,2,5,3,5,2,4,3,3,5,1,2,5,4,15,15,4,7,5,11,19,1,12,1
za,4,2,2,5,5,5,2,4,5,2,5,NA,2,5,4,1,18,2,3,5,4,22,2,18,2
za,4,2,1,3,2,5,2,3,3,2,4,375,2,4,4,15,27,5,4,6,7,20,2,14,2
za,5,5,3,5,4,5,1,4,4,2,5,4,1,4,4,2,34,5,4,4,6,21,2,14,2
za,4,3,3,5,4,4,2,4,4,2,5,5,3,4,5,125,28,4,3,7,3,65,2,12,2
za,4,4,2,5,4,4,5,5,3,5,1,1,3,4,4,1,2,2,1,6,4,38,2,18,2
za,4,2,2,5,3,5,1,5,4,2,3,175,1,5,3,1,18,2,1,3,3,21,2,15,2
za,5,4,4,5,3,5,1,5,4,2,5,1,2,5,1,1,32,1,1,3,6,22,2,14,2
za,5,3,3,5,5,5,2,4,5,3,5,NA,2,5,2,125,2,2,4,7,6,18,2,13,2
za,5,1,1,5,3,5,1,5,4,3,5,275,2,4,3,1,19,3,2,5,1,28,1,18,1
za,5,3,2,4,5,5,2,4,4,3,5,25,2,3,4,125,25,4,4,7,6,28,2,20,2
za,2,4,1,4,2,4,3,2,2,3,4,425,1,2,3,25,29,1,2,6,3,62,1,13,1
za,4,4,2,4,5,5,1,4,4,3,5,35,1,3,5,125,23,7,7,5,4,23,1,16,1
za,4,3,2,5,4,5,2,4,3,2,5,NA,2,4,4,125,24,5,4,5,2,22,1,17,1
za,5,3,2,5,2,3,1,4,4,2,4,4,2,4,4,175,29,4,4,6,4,33,2,20,2
za,5,3,2,5,4,5,1,5,3,3,5,425,1,4,4,175,2,6,2,3,5,38,2,12,2
za,4,4,1,5,4,5,5,4,4,3,5,45,1,3,4,1,2,7,7,4,7,22,2,17,2
za,5,2,1,5,5,5,3,5,5,1,5,15,1,5,4,1,16,2,1,3,6,23,2,4,2
za,4,2,1,5,4,5,1,2,3,3,5,1,1,5,4,225,27,6,2,5,6,23,2,19,2
za,4,4,1,5,4,4,3,4,5,3,4,4,3,5,3,1,24,1,1,7,6,31,2,15,2
za,4,3,3,5,2,2,3,2,2,3,2,NA,1,4,4,1,3,2,1,6,5,33,2,12,2
za,4,4,1,5,5,5,1,5,3,2,5,425,1,2,5,1,25,7,2,2,4,20,2,16,2
za,5,3,2,5,4,4,2,3,4,2,3,NA,3,5,3,125,2,4,2,6,6,23,2,18,2
za,1,3,1,2,1,4,3,3,1,3,4,3,4,1,5,25,31,6,5,5,9,30,1,17,1
za,5,2,1,5,5,3,1,5,4,1,4,NA,2,4,2,1,16,6,5,7,2,24,2,16,2
za,5,3,2,5,4,5,1,3,3,2,5,275,1,5,2,1,22,3,1,4,5,27,2,15,2
za,3,3,1,5,3,5,2,4,3,3,5,325,3,1,4,1,18,7,5,6,5,24,1,16,1
za,4,4,2,5,4,3,3,3,4,1,4,25,3,4,4,2,29,2,1,4,8,26,2,12,2
za,5,4,4,5,1,5,1,5,5,2,5,25,1,5,4,1,16,7,1,5,6,33,2,16,2
za,5,3,2,5,4,5,2,4,5,1,5,175,1,5,2,1,24,5,1,2,7,27,2,17,2
za,3,2,2,4,2,4,2,3,3,2,3,35,3,3,3,2,27,4,2,6,4,25,2,12,2
za,5,2,2,5,1,5,1,3,3,2,4,1,2,5,4,275,27,4,1,5,6,31,2,18,2
za,5,1,1,5,5,5,1,5,4,1,5,325,1,5,1,2,16,3,1,2,1,35,2,13,2
za,4,5,1,5,1,3,2,4,2,2,4,125,2,3,4,225,28,5,3,5,5,31,1,16,1
za,5,2,1,3,2,5,3,2,5,3,5,5,1,5,3,275,26,5,3,4,9,19,2,3,2
za,4,3,1,4,5,4,2,4,4,2,5,375,3,4,4,15,33,1,3,4,6,47,2,13,2
za,5,2,1,5,5,5,1,5,4,3,3,225,1,4,3,1,13,5,2,5,1,20,2,15,2
za,5,3,3,4,4,5,3,4,3,3,4,3,3,5,4,15,26,5,3,6,6,25,2,18,2
za,5,2,1,5,5,5,1,5,5,3,2,275,3,3,4,1,22,5,2,3,3,28,2,22,2
za,4,3,2,5,3,5,2,4,4,3,5,325,2,4,3,175,28,7,2,5,3,33,1,15,1
za,5,3,2,5,4,5,1,5,4,2,2,2,2,4,4,175,31,3,4,7,3,34,1,15,1
za,5,3,2,5,5,5,1,5,4,4,5,2,3,5,5,1,17,6,1,5,7,46,1,17,1
za,3,4,3,4,4,5,1,5,3,3,3,125,1,3,3,2,29,7,3,5,3,24,1,16,1
za,4,3,2,5,4,5,5,4,4,3,5,425,3,5,4,125,21,4,2,6,6,29,2,19,2
za,5,2,2,5,2,5,1,3,2,3,5,35,2,4,2,125,28,3,2,5,5,28,2,16,2
za,4,2,3,4,3,5,1,4,2,2,4,275,2,4,4,1,19,4,3,5,7,22,2,14,2
za,5,2,4,5,5,5,1,5,5,1,5,375,1,5,3,125,3,6,2,2,5,22,2,17,2
za,5,3,2,5,1,5,1,5,5,3,1,4,1,5,4,1,23,7,3,3,6,20,1,14,1
za,5,2,1,5,5,5,1,5,5,1,4,35,3,5,3,1,16,5,2,5,6,30,2,16,2
za,3,5,1,4,1,5,3,4,3,3,4,15,3,2,5,15,28,3,5,7,9,20,2,14,2
za,5,3,1,3,5,5,1,4,4,2,5,325,1,4,4,1,26,4,1,6,5,23,2,17,2
za,5,3,5,5,5,5,1,5,5,3,5,225,1,5,3,1,25,6,4,6,5,20,1,14,1
za,4,3,1,5,2,4,2,4,4,2,4,NA,1,4,4,225,21,3,4,7,4,20,1,15,1
za,5,3,1,5,4,5,2,4,5,3,5,2,1,5,4,15,25,6,3,5,6,24,1,17,1
za,5,1,1,5,2,4,1,5,5,2,5,1,3,4,3,1,23,7,3,5,11,25,1,17,1
za,5,3,1,5,2,5,1,4,5,1,5,25,1,5,4,1,16,3,5,6,1,28,2,16,2
za,5,2,2,4,5,3,2,4,5,3,5,NA,3,5,4,175,2,6,3,4,3,20,2,14,2
za,5,3,1,5,5,5,5,5,5,3,5,225,1,5,4,1,1,7,2,5,8,36,2,15,2
za,5,3,3,4,4,4,2,4,4,2,3,3,1,5,4,275,3,3,2,3,6,40,2,18,2
za,4,2,1,5,3,5,1,5,3,2,5,NA,2,4,4,175,2,3,4,5,2,31,2,20,2
za,4,4,2,5,1,3,5,5,3,3,5,NA,4,3,4,225,22,1,2,6,11,32,2,13,2
za,4,2,1,5,1,5,5,5,4,2,5,2,2,5,3,125,2,1,1,4,5,35,1,15,1
za,5,3,1,5,2,5,2,4,4,1,5,475,1,4,4,125,15,7,2,3,8,24,1,17,1
za,4,3,1,5,4,5,2,4,4,3,5,4,1,4,4,1,26,4,1,3,4,33,1,15,1
za,5,3,1,5,3,5,2,4,2,3,5,175,1,5,5,1,25,7,1,5,5,23,1,16,1
za,5,4,2,5,3,5,1,5,2,3,5,NA,1,5,4,125,18,2,6,5,7,22,2,16,2
za,4,3,3,5,3,5,3,4,4,3,5,275,3,4,3,225,29,4,5,4,6,55,1,16,1
za,3,4,2,2,1,3,4,2,1,2,2,1,2,1,4,3,3,4,3,7,10,28,1,22,1
za,3,3,2,5,4,5,1,4,3,2,3,35,3,4,3,35,3,3,6,6,6,20,1,13,1
za,5,2,1,5,4,5,1,5,5,3,5,35,1,3,2,1,18,4,2,2,3,21,1,14,1
za,4,2,3,5,4,4,2,3,3,1,3,3,3,4,3,225,29,3,1,3,4,21,2,15,2
za,5,3,1,5,3,5,1,5,4,2,3,25,3,4,4,1,2,5,5,5,3,29,2,17,2
za,5,5,3,5,2,2,3,4,4,3,5,175,1,5,5,275,32,1,1,7,8,33,2,3,2
za,5,2,2,5,5,5,1,5,4,2,4,175,3,4,4,125,16,7,2,2,4,44,2,16,2
za,5,2,1,5,5,5,1,5,5,3,5,NA,1,3,4,1,23,7,3,8,6,23,1,17,1
za,5,3,2,5,4,3,1,3,3,2,4,275,2,5,4,2,22,3,4,6,6,22,1,16,1
za,5,4,4,5,1,5,1,3,3,2,5,NA,1,5,4,1,28,1,1,3,11,21,1,15,1
za,5,4,3,5,5,5,1,5,4,3,3,NA,1,5,4,175,34,2,3,3,5,20,2,16,2
za,4,4,3,5,4,3,2,5,5,3,5,5,1,5,4,1,25,4,2,3,6,31,1,19,1
za,4,2,1,5,3,5,1,5,4,2,4,175,3,3,4,15,25,4,2,4,4,28,1,21,1
za,4,2,1,5,5,5,2,5,4,3,4,NA,2,4,4,225,18,3,3,7,1,30,2,6,2
za,5,3,3,5,5,5,1,3,4,2,5,3,3,3,3,2,26,3,3,2,5,37,2,6,2
za,5,2,1,5,5,5,1,5,5,3,5,NA,1,3,4,1,16,7,2,3,1,23,1,18,1
za,4,3,3,5,4,5,3,4,5,4,5,3,1,5,3,225,28,2,1,5,6,32,1,18,1
za,4,4,3,4,2,5,3,3,3,3,5,NA,1,4,4,2,28,3,2,4,6,26,3,16,3
za,5,2,2,5,1,3,2,4,3,2,3,1,4,4,2,1,17,7,2,6,2,37,1,17,1
za,5,4,1,5,4,5,5,5,5,3,5,25,1,4,4,3,21,2,1,4,3,26,2,19,2
za,5,3,1,5,5,5,2,2,5,4,5,4,2,4,5,1,18,6,7,7,6,25,1,18,1
za,4,3,3,5,3,4,2,4,4,2,3,2,3,1,4,225,2,6,6,6,8,36,1,21,1
za,5,1,1,5,1,1,1,5,5,2,1,1,2,2,2,1,1,2,1,2,6,37,1,15,1
za,5,2,3,5,5,5,1,5,5,4,5,2,2,4,4,1,21,6,3,5,9,34,1,15,1
za,5,2,1,5,5,5,1,5,5,3,5,125,2,5,3,1,14,1,1,7,4,35,2,3,2
za,5,3,2,5,5,5,1,5,5,2,5,25,2,5,5,15,17,7,2,2,6,30,1,15,1
za,5,2,1,5,5,5,1,5,5,2,2,1,1,3,2,1,1,4,6,5,6,37,2,19,2
za,5,2,3,5,2,4,2,4,5,1,4,NA,1,2,3,1,24,4,3,4,3,22,2,15,2
za,5,2,1,5,4,5,3,4,3,2,1,1,1,4,4,15,26,3,2,2,7,27,1,24,1
za,5,3,2,5,5,5,5,5,3,4,5,NA,1,2,3,1,24,1,1,6,3,28,1,14,1
za,5,2,2,5,5,5,1,5,5,2,1,1,2,5,3,1,25,4,2,3,6,32,2,16,2
za,1,4,1,4,1,1,5,1,1,1,1,4,2,1,5,325,41,2,7,4,7,55,1,17,1
za,4,3,1,5,4,2,2,3,2,3,2,1,1,3,4,225,18,4,5,7,6,22,2,18,2
za,5,3,3,5,5,5,1,5,5,1,5,3,1,5,2,1,32,7,3,2,1,25,1,17,1
za,5,2,2,5,3,5,1,5,4,2,1,1,3,4,4,225,24,1,2,4,9,49,1,15,1
za,5,2,1,5,5,5,3,5,5,3,5,1,1,3,2,1,13,7,4,7,6,51,2,20,2
za,5,3,2,5,3,4,1,5,4,3,5,4,3,4,5,125,29,5,3,4,7,20,2,15,2
za,3,5,2,4,2,4,3,3,3,3,4,325,3,3,4,25,37,1,2,7,6,48,2,14,2
za,3,3,3,4,5,3,3,5,4,2,4,425,3,4,4,25,27,3,4,4,4,26,2,16,2
za,5,4,3,5,5,5,1,5,4,3,5,325,1,5,4,125,24,1,1,4,5,23,2,15,2
za,4,2,3,5,5,5,4,3,4,3,5,325,1,4,4,325,29,3,1,4,6,22,1,15,1
za,5,2,1,5,5,5,2,4,4,3,4,2,4,4,3,2,19,4,2,5,6,33,1,16,1
za,4,4,4,5,1,4,4,2,2,2,4,NA,4,4,4,325,33,7,6,6,8,21,1,14,1
za,4,3,2,5,3,5,3,5,4,3,4,NA,3,4,3,2,21,2,5,5,6,24,2,17,2
za,5,2,1,5,5,5,1,5,5,2,4,225,1,5,2,1,23,2,2,3,6,30,2,20,2
za,5,3,2,5,5,5,1,5,4,3,3,225,2,2,2,1,18,3,4,4,5,34,2,15,2
za,4,4,1,4,3,4,5,4,4,3,5,425,1,5,4,15,26,5,2,5,6,31,1,20,1
za,4,4,4,5,4,5,2,3,4,3,4,325,1,5,3,275,24,5,2,6,1,25,2,17,2
za,5,3,3,5,4,5,1,3,3,3,5,NA,4,4,4,1,21,7,5,4,5,24,1,17,1
za,3,3,3,5,5,5,1,5,3,1,5,5,3,3,3,15,29,4,3,1,6,24,1,12,1
za,3,4,1,5,1,3,4,3,1,3,5,425,4,1,4,125,33,6,6,8,3,55,1,15,1
za,4,3,1,4,3,5,2,4,4,2,5,425,1,2,4,125,24,4,3,6,5,31,2,17,2
za,4,2,1,5,4,5,2,4,4,2,5,3,2,4,3,1,18,2,4,3,3,28,1,16,1
za,5,5,5,5,1,5,5,5,5,1,5,3,1,5,5,25,34,1,2,7,6,22,1,15,1
za,4,4,1,5,5,5,1,5,5,3,5,NA,1,2,3,1,32,7,3,6,8,20,1,15,1
za,5,4,3,5,5,5,1,3,5,3,3,275,1,5,4,225,35,7,2,6,11,24,1,6,1
za,5,3,2,5,4,5,5,5,5,3,5,3,3,4,4,125,26,6,3,3,7,30,1,26,1
za,5,3,1,5,5,5,1,5,5,2,5,4,1,4,4,1,26,6,7,5,7,28,2,17,2
za,5,3,1,5,4,5,1,5,4,3,5,15,1,5,4,1,23,6,4,7,1,35,1,18,1
za,5,1,2,5,3,4,1,5,4,3,3,4,1,5,2,125,19,7,2,3,8,43,1,16,1
za,4,1,1,5,3,5,1,5,3,1,5,NA,4,5,1,3,26,7,3,3,11,33,2,20,2
za,4,3,4,4,5,5,2,3,3,2,5,325,1,5,4,275,29,4,2,6,3,35,2,13,2
za,4,3,2,5,4,5,2,4,4,3,5,375,1,4,3,175,22,3,2,6,6,37,1,14,1
za,3,4,2,5,2,4,4,2,1,3,4,NA,1,3,4,25,28,2,5,2,9,26,1,25,1
za,4,2,1,5,5,5,5,5,3,3,5,3,1,5,3,1,17,2,2,5,6,30,2,15,2
za,5,2,1,5,4,5,1,3,4,1,4,425,2,4,3,125,16,6,3,5,5,28,2,18,2
za,3,4,4,5,4,3,4,5,3,3,5,NA,4,4,4,175,27,3,2,6,8,19,1,2,1
za,5,4,2,5,2,5,3,5,5,3,4,NA,3,4,4,1,21,5,5,6,6,22,1,16,1
za,4,3,1,5,5,5,1,5,3,3,5,NA,3,2,3,225,28,4,2,3,1,34,1,13,1
za,5,2,1,5,3,3,1,5,5,3,4,125,3,4,3,1,1,6,3,6,3,40,2,16,2
za,4,3,3,4,4,5,3,4,4,3,4,3,3,5,4,275,29,3,5,4,7,21,2,15,2
za,5,4,2,5,5,5,1,4,4,3,5,NA,4,4,3,125,27,5,2,6,1,23,1,18,1
za,5,3,1,5,3,5,1,5,4,2,3,1,1,5,4,1,26,7,7,2,11,25,1,16,1
za,4,4,3,3,5,5,3,4,4,3,5,45,5,4,5,15,35,6,2,7,9,22,1,17,1
za,5,3,2,5,5,5,1,5,5,3,5,2,1,5,3,1,26,4,1,3,1,29,2,15,2
za,3,2,1,5,1,5,3,3,4,1,5,5,3,2,3,125,24,3,2,7,8,23,2,16,2
za,5,5,1,5,5,5,1,5,4,3,3,15,1,4,5,1,16,2,7,6,1,30,1,15,1
za,4,4,1,4,4,4,1,3,2,3,5,NA,1,4,4,2,3,4,3,4,4,22,1,16,1
za,4,3,4,4,5,4,1,4,4,4,5,45,2,4,5,125,32,4,1,6,8,22,1,18,1
za,5,2,3,5,4,5,1,4,5,3,5,3,1,5,3,2,22,4,2,3,4,29,1,15,1
za,5,4,2,5,5,5,1,4,4,3,5,275,2,5,3,1,21,5,3,6,7,35,2,19,2
za,2,3,3,4,1,3,3,3,1,4,5,35,3,1,4,3,32,2,1,3,7,42,1,12,1
za,4,2,1,5,1,4,2,4,3,2,4,275,1,4,2,2,24,5,2,6,5,30,2,16,2
za,5,2,2,5,2,3,2,4,3,3,4,125,2,4,4,15,21,5,3,7,6,22,1,16,1
za,4,5,3,4,3,3,4,3,2,4,3,375,3,2,4,3,34,3,6,3,1,21,1,17,1
za,5,3,2,3,3,5,3,4,5,4,5,NA,3,5,4,1,3,6,4,7,8,27,1,18,1
za,3,4,1,4,2,5,4,4,3,3,5,375,3,3,5,175,26,7,7,6,6,21,1,16,1
za,5,3,4,5,3,5,3,3,1,3,5,NA,1,4,5,175,3,5,2,5,8,28,2,16,2
za,5,3,1,5,2,5,2,5,4,3,5,3,1,3,4,15,24,4,3,5,3,24,1,18,1
za,4,3,2,4,3,5,2,4,3,3,5,NA,3,4,4,15,3,5,2,6,8,22,2,16,2
za,5,3,2,5,4,4,2,5,4,3,5,25,1,5,3,1,23,5,4,6,8,29,2,15,2
za,5,4,4,5,5,5,1,3,3,4,4,5,1,4,4,25,29,3,2,5,7,18,1,13,1
za,4,3,2,2,4,4,1,5,4,1,4,375,1,4,3,1,23,2,2,5,2,22,2,15,2
za,4,3,1,4,2,5,3,3,2,2,4,NA,2,4,3,225,25,2,4,6,6,23,1,14,1
za,5,4,4,5,3,5,1,5,3,3,5,275,1,4,3,2,28,3,1,4,8,32,2,15,2
za,5,2,1,5,4,5,1,3,4,3,4,175,3,4,3,275,33,5,4,5,4,19,1,14,1
za,5,2,2,5,5,5,1,5,4,3,4,35,3,5,3,2,13,7,6,7,7,29,1,16,1
za,5,2,1,5,5,5,1,5,5,3,5,4,1,2,3,1,26,7,3,5,5,30,2,21,2
za,4,4,2,5,3,3,1,4,4,3,2,25,2,3,3,125,2,1,2,3,7,42,2,15,2
za,5,2,1,5,3,4,1,5,5,3,4,1,1,5,3,1,17,3,3,6,1,31,1,16,1
za,5,3,2,5,2,3,2,4,4,4,3,275,1,2,2,1,22,2,5,6,8,35,2,16,2
za,4,3,2,4,1,5,3,3,1,4,5,2,1,5,5,2,26,2,1,4,6,25,1,18,1
za,5,4,4,5,4,5,1,5,5,1,5,NA,1,5,5,1,26,4,2,3,6,22,1,18,1
za,4,2,3,5,5,3,1,5,5,3,1,225,1,5,3,1,26,5,2,4,2,23,2,15,2
za,4,4,3,5,5,5,5,4,4,3,5,45,1,4,5,1,29,7,3,5,4,29,2,15,2
za,3,4,1,3,2,4,2,4,3,3,4,325,3,4,3,1,27,5,2,4,4,23,2,16,2
za,5,2,1,5,3,5,1,4,4,4,1,1,1,5,4,2,28,1,1,2,6,26,1,16,1
za,5,3,3,5,4,4,1,4,3,3,2,1,3,5,3,275,15,3,2,6,6,26,1,16,1
za,5,2,1,5,5,5,3,5,5,3,3,NA,1,5,4,1,35,7,2,2,4,23,1,17,1
za,4,4,1,5,2,5,2,4,4,2,4,NA,4,3,5,1,17,5,3,5,11,24,1,20,1
za,5,4,2,5,5,5,1,4,3,3,5,175,2,5,5,275,31,3,5,7,5,24,1,18,1
za,5,3,1,5,4,3,2,5,4,2,5,NA,3,3,5,1,2,7,2,4,1,22,1,15,1
za,5,1,1,5,3,5,1,5,3,5,5,175,3,5,4,1,23,7,4,5,4,41,2,15,2
za,5,3,2,5,4,4,2,3,3,3,3,225,4,4,3,3,29,5,4,4,6,31,1,14,1
za,4,2,2,4,3,4,2,3,3,4,4,NA,2,3,4,1,22,2,1,6,4,25,1,16,1
za,5,2,2,5,4,5,4,3,4,3,5,5,3,4,4,2,16,7,6,4,2,34,1,15,1
za,5,3,1,5,1,5,5,5,5,2,5,NA,3,3,4,125,13,7,4,5,6,26,1,15,1
za,5,5,1,5,5,5,2,3,3,3,5,4,2,5,5,125,22,4,4,5,4,33,1,15,1
za,4,2,2,5,3,4,1,3,2,2,4,2,3,2,3,225,26,3,2,5,10,29,2,18,2
za,5,2,1,5,5,5,1,5,5,5,4,1,5,5,3,1,17,1,3,5,6,31,1,16,1
za,5,1,1,5,3,4,1,5,4,2,5,3,1,4,3,1,2,7,4,4,4,23,1,16,1
za,4,2,2,4,4,5,2,4,4,3,5,425,2,3,3,175,22,3,2,3,11,26,2,16,2
za,5,3,3,4,5,5,1,5,4,4,5,175,1,5,4,2,12,1,1,3,6,25,1,14,1
za,5,3,4,3,4,4,4,4,5,3,5,125,2,5,3,25,22,5,1,7,8,28,1,15,1
za,4,3,3,5,2,5,1,5,3,1,5,1,1,5,4,275,28,4,4,7,10,26,2,20,2
za,4,4,2,4,3,4,3,3,2,3,4,425,4,3,3,175,27,7,4,7,8,19,2,15,2
za,3,3,3,2,1,5,3,3,3,2,3,3,3,1,3,25,31,1,1,5,6,20,1,16,1
za,4,4,3,5,4,5,3,4,4,2,5,425,3,4,5,3,27,6,4,3,7,20,1,14,1
za,5,3,1,5,3,5,1,5,2,3,5,2,3,5,3,1,2,5,3,6,6,33,1,18,1
za,4,4,1,4,1,4,2,2,2,2,2,175,1,3,4,1,33,7,5,7,9,26,1,18,1
za,4,3,3,5,4,4,2,3,3,3,5,275,3,3,3,275,26,4,2,5,6,33,1,10,1
za,4,4,4,4,4,4,2,4,4,2,4,NA,1,4,4,15,28,2,1,5,4,26,1,15,1
za,5,4,3,5,4,5,4,5,4,3,4,25,1,4,5,15,17,4,3,5,1,23,1,15,1
za,5,3,2,5,4,5,2,5,4,3,5,325,4,4,4,1,2,6,4,6,5,24,1,16,1
za,5,3,1,4,2,4,2,5,4,2,5,1,1,5,3,175,24,7,2,3,8,23,1,15,1
za,4,2,3,2,1,4,2,3,1,3,5,175,1,2,3,1,2,3,2,6,4,24,1,17,1
za,5,3,1,5,5,5,1,5,5,3,3,25,2,3,4,1,23,4,4,4,1,24,2,18,2
za,5,3,2,5,3,4,2,4,5,2,3,1,1,4,3,25,19,3,5,6,6,26,2,16,2
za,4,3,2,5,3,5,3,3,4,2,5,35,2,3,4,125,22,4,3,6,6,22,2,15,2
za,5,4,3,5,4,5,2,5,4,2,5,1,3,3,4,15,29,7,5,3,3,31,1,18,1
